,Rating,Review,Comment
101,5,"I did alot of research on phones between 15k and 20k, and found POCO X2 best in all segments. After that i decided to buy it, i must say it was the best decision. This phone is best under 20k no doubts. Amazing performance and awesome cameras, yeah it's a little big but i got used to it in 2-3 days. And yeah 120hz display is literally gorgeous.It has low rating in battery but after new update you get a full day battery! DON'T THINK TOO MUCH GO FOR IT!READ MORE",Must buy!
102,3,"I've been using this device for over a week now. Here's how I feel about it:The display is amazing. 120hz is as smooth as it could be, it's no gimmick, you'll know when you use it. There is no lag or stutter either. The battery issue has been resolved, I am a hardcore gamer, the phone can easily handle more than 4 hours of continuous gaming. I only have to charge my device twice a day despite playing games most of times. Moreover, there is no major heating issue whatsoever. You may find the...READ MORE",Fair
103,5,"Performance : so so good , awesome performance, don't lag any gaming...Battery : uses in 120hz 7 hours 15 minutes, used in 60hz 10 hours , free fire play 60minutes taking just 11% (0 to 100) 1 hour 15 minutesCamera , night mode is awesome , overall superValue for money 100%Issues , notification LED does nt work . In my phone chrome will not update after 5days I get today updated,,,I opened my phone in box 60% charge is shown just 5 hour Used in 120/hz after I'm charging  0to 100% it...READ MORE",Fabulous!
104,5,"Best camera at this range...Screen quality is very good...Performance is very good...There is no battery drainage problem,but if you use 120Hz refresh rate of display,then it will drain faster,and you will get 3-4 hours less battery backup...with moderate usage and with low gaming at 120Hz it gives backup of the full day...and with 60Hz it gives 1.5 to 2 days backup...No lags at all...Screen visibility is very good in sunlight...Charging is super fast.Battery charges fully in 1 hour......READ MORE",Perfect product!
105,5,"Everything is Good but not satisfied completely.Its camera quality good but on human subjects it doesn't perform well because when you take pic of human subjects it give yellowish and roughly face which look very bad , even zoom in its clarity totally decrease. Hope poco fix it .READ MORE",Just wow!
106,5,"Honestly saying Excellent value for money phone. If you are considering Redmi note 9 pro max, real me 6 pro or XT, Samsung M31 as competators and looking for best phone under 20000 then no doubt blindly go for POCO. Don't compromise for refresh rate,120 Hz really matters alot, Poco has nearly same brightness as amoled screen so it can be compromised. Best camera, Sony IMX sensor makes it unreal. Best in all categories only except Battery and Speaker position. Doesn't heat nor drains fast but ...READ MORE",Best in the market!
107,5,camera good very good (pick mb 19+ hight )     battery to good   I am very happy this phone is very amazed fracture too good yaarREAD MORE,Just wow!
108,5,This is An awesome phone comparing to all other phone at this price range the camera the processor the speed the screen size the camerathe build qualitythe fast chargingthe 4500mah batterythe sound qualitythe network connectivity the wifi calling featuresetc etcI love the purple matrix colourI Have 2 phone of same POCO X2 1 is Blue and the other one is Matrix Purple.READ MORE,Best in the market!
109,5,1. phone is very primiem looking2. Display very nice and smooth3. Battery also good and 27wat charge in the box 4. Camera is beast sony imx6865. Over all best phone and value for money 👍👍👌READ MORE,Wonderful
110,5,"I purchased POCO X2 before april, so due to lockdown had to wait a long time for the delivery. Now onto the phone itself.There are many things to note with a midrange device and this too has its fair share of those. There are some cons which you will have to ignore if you wish to go for this. But there are some pros which are impressive as well.First the pros:-1. Build is very good for its price point. Now if you compare it top end phones like Samsung galaxy S20 series or Iphone 11 series ...READ MORE",Brilliant
111,5,I am using this smart phone for 6 month and after using    6 month i am reviewing this  smart phone .                      1)  camera   quality. Is wonderful  no dout  cemara is best in this  budget.                                                                  2) Battery is not good i have  face many problems   and battery issues in this device .                                                   3) display osome dispaly  smooth dispaly  nodougt very good display                           ...READ MORE,Super!
112,5,If you r looking for a phone for under 16k just go for itpros. :- 1. Fantastic camera performance the power of sony imx686 which no brand gives in this price segment2. Battery last long full day even if refresh rate is 120hz 3. display better than the other ips display because of hdr 10 support and 120hz refresh rate4. performance absolutely awesome of sd 730g since pubg settings has only smooth ultra which gives constant 40 fps u can use gfx tool which can unlocks extreme fps which give...READ MORE,Perfect product!
113,5,"Writing after a month's usage1. Display: 120Hz is best...But not the best....some lags easily spottable. Some apps don't have smooth scrolling and Transition. But lot better than usual displays. I can bet that after using this display for 1 week, one would feel awkward using 60 hz display.2. Camera: it's too good. I am not a pro photographer...just a normal user but camera is amazingly well. Compared with my vivo z1 pro, colour saturation and Image clarity are nice. 64 mp is also good but r...READ MORE",Best in the market!
114,5,"We recently gave birth to our baby boy, who is now six months old. I'm a professional photographer and I have all the high end tech. But baby wouldn't be waiting for me to assemble all my lens, cards, batteries and then click his picture. The perfect moment would be long gone by the time I get my gear. The perfect solution would be to have a  decent phone with a very good camera which can click great images. We had a budget of upto 50k and thought of going for oneplus8. But why spend so much ...READ MORE",Simply awesome
115,5,The phone has awesome camera ..The blogging mode given in it is awesome and allows to shoot very good blog videos..120hz refresh rate works awesome.It is also very suitable for gaming and provide about 5 hours of lag free gamingREAD MORE,Must buy!
116,5,No words 🔥👌 Don't think that battery performance is weak. An Awesome battery life.Its a beast believe me Nd go for it..Purple colour is too good Nd classy ..READ MORE,Worth every penny
117,4,Best value for money product.Display quality is excellent and phones weight is bit heavy and I get used to it within 1 week.Battery backup is good .I can get 6 to 7 hrs of sot easily.Finger print scanner is damn fast.Camera- simply best for the money you paidCons:Phone often gets heated even at a normal usage of 15 mins but not everytime .READ MORE,Delightful
